elements_number,y_component_number,vector_length,temporary_size,vector_recompute,load_overlap,threads_number,lws_y,time_per_pixel
3,3,4,2,true,true,32,8,2.743466173423378e-09
4,4,2,4,true,true,512,2,2.758670689516291e-10
3,1,2,4,true,false,128,8,5.358166032792201e-10
4,2,2,2,true,false,128,16,5.082553009037656e-10
2,1,1,4,true,false,64,2,2.841838509714072e-10
4,1,2,4,true,true,512,4,3.0340919896906903e-10
1,1,1,2,true,false,256,128,2.6948258060080566e-09
1,1,1,2,true,true,512,512,5.3291938365001815e-09
4,1,2,4,true,true,128,64,2.3233784765874607e-09
3,1,2,4,true,false,512,256,3.067970094198108e-09
3,3,1,4,true,true,64,1,1.55191144548103e-10
2,1,2,4,true,true,256,8,2.683167846710944e-10
2,1,2,2,true,true,512,128,1.3931435978838118e-09
2,1,8,4,true,false,128,1,7.335150636871605e-10
4,1,2,2,true,true,64,64,4.530090596958779e-09
3,3,4,2,true,false,256,256,1.13093970156405e-08
4,4,16,4,true,false,64,4,1.8952501246971457e-09
4,2,2,4,true,false,128,1,1.8661308078678743e-10
1,1,16,2,true,false,128,4,1.9952048970916936e-09
3,3,2,4,true,true,512,8,2.884737893270342e-10
2,1,1,2,true,true,64,4,4.22339680847879e-10
1,1,8,4,true,false,64,4,2.0149856204398105e-09
2,1,4,4,true,true,128,16,1.2523951794633192e-09
3,3,16,4,true,true,64,8,3.527667211914842e-09
4,4,16,4,true,false,128,8,1.8923306149656267e-09
2,1,16,2,true,false,128,2,1.1636388457138751e-09
1,1,8,4,true,true,128,1,1.2814357197403896e-09
4,1,1,2,true,true,128,32,1.2091653989982477e-09
4,1,4,4,true,true,512,2,3.1271847321070055e-10
4,4,8,2,true,false,512,1,7.292590803076133e-10
3,1,4,2,true,true,128,1,3.7190676208345874e-10
4,2,4,2,true,false,128,2,3.385150058402926e-10
2,2,16,2,true,false,512,8,1.47639918863166e-09
3,3,8,4,true,true,64,32,8.159931821428714e-09
3,1,16,4,true,true,512,8,8.886638735111013e-10
3,1,1,2,true,true,32,4,8.178997769115608e-10
4,4,2,2,true,false,128,2,2.6262513598346066e-10
4,1,16,2,true,true,128,16,1.6100007759640456e-09
3,1,4,2,true,true,256,16,5.378290379532752e-10
3,3,16,2,true,true,256,64,6.905371585984678e-09
3,3,8,4,true,true,64,16,4.072785372743281e-09
2,2,4,4,true,false,32,8,3.2150455988394464e-09
2,1,2,4,true,true,32,2,5.06050248809612e-10
2,1,2,2,true,true,512,16,2.644229222765848e-10
4,2,1,4,true,true,256,128,1.867836020343484e-09
1,1,8,2,true,false,512,32,1.937200239330032e-09
3,1,16,4,true,true,512,4,8.728195644758277e-10
4,1,16,4,true,false,256,16,9.938350917728366e-10
4,1,8,2,true,true,128,4,4.4790155667381344e-10
4,4,2,4,true,false,256,32,7.854250062102863e-10
1,1,4,2,true,false,256,16,1.3582315091151855e-09
4,4,16,2,true,false,256,2,1.6905878951525876e-09
2,1,8,4,true,true,256,16,1.0643764547567384e-09
4,4,1,4,true,false,512,32,2.2135794936411648e-10
4,2,4,2,true,true,256,2,3.286630646557128e-10
2,2,2,4,true,true,256,16,5.510149698099995e-10
2,1,4,2,true,true,512,32,7.080013023965388e-10
1,1,16,2,true,false,512,4,1.9326031447872723e-09
3,3,2,2,true,true,128,4,2.9286158229665365e-10
4,4,2,2,true,true,512,1,2.6813575466162396e-10
2,2,16,4,true,true,64,1,1.501060981360586e-09
1,1,1,2,true,true,256,1,2.3068996394111463e-10
3,3,2,4,true,true,256,16,4.713433844219628e-10
4,4,16,2,true,false,512,256,1.608287006038926e-08
4,2,1,4,true,false,64,16,9.715291818269168e-10
2,2,16,4,true,true,256,64,7.688875934261947e-09
4,1,4,4,true,false,256,32,6.60847809907733e-10
4,4,8,4,true,false,128,16,1.958890181909384e-09
3,3,4,4,true,true,32,2,8.874789766878923e-10
1,1,1,4,true,false,128,8,3.93521132209701e-10
2,1,2,4,true,false,128,32,1.3843191653304871e-09
2,2,1,2,true,false,64,32,1.865223235814998e-09
4,4,2,2,true,false,64,4,4.3847517772731693e-10
3,1,2,4,true,true,512,4,3.697348840887681e-10
4,4,8,4,true,false,256,32,1.9985444599679025e-09
4,1,8,4,true,false,64,2,4.5112447616612414e-10
1,1,1,2,true,false,32,16,2.6951933911249955e-09
4,1,2,2,true,true,256,64,1.2114703790637223e-09
3,3,1,2,true,true,512,2,1.3752196832819128e-10
4,2,8,4,true,false,64,1,5.525401709154405e-10
4,1,4,4,true,true,512,16,3.156033728577949e-10
1,1,8,2,true,false,128,32,6.676704523368963e-09
2,2,8,2,true,true,128,16,2.4686325311079583e-09
2,1,4,4,true,false,512,8,4.642677479138117e-10
3,3,1,2,true,true,256,64,8.158728551376699e-10
2,2,16,4,true,false,256,256,3.0824777814844185e-08
3,1,1,2,true,false,512,8,3.300556278238711e-10
4,4,4,4,true,false,32,2,8.013985738020972e-10
4,2,16,2,true,false,64,32,7.67514577760764e-09
2,2,8,4,true,true,32,2,1.5075031487155566e-09
3,1,4,4,true,false,256,8,3.704073591281973e-10
4,4,16,4,true,false,512,64,3.6765359341671416e-09
3,1,16,2,true,true,512,4,8.725093798892532e-10
2,2,1,4,true,false,256,256,3.73331042770257e-09
1,1,8,2,true,false,256,8,1.2428490966445183e-09
1,1,2,4,true,false,32,32,1.0838375952786903e-08
4,1,16,2,true,false,32,2,1.0313330312944538e-09
3,3,16,2,true,true,128,8,1.9304195384377686e-09
3,3,2,4,true,true,256,256,6.615134749530607e-09
3,3,8,2,true,false,64,16,4.059012589436913e-09
2,1,4,4,true,false,32,4,1.2803926200861031e-09
3,1,1,4,true,false,128,64,2.723667561716778e-09
3,1,4,4,true,true,128,4,3.7091798236928443e-10
4,2,2,2,true,true,512,32,2.892845597147746e-10
4,4,2,4,true,false,512,2,2.718909496520217e-10
4,1,4,2,true,false,256,64,1.212858281546907e-09
4,4,16,2,true,false,256,8,1.43125453707227e-09
3,1,4,2,true,false,256,8,3.685999010390915e-10
4,1,4,4,true,true,256,2,3.0426831841591556e-10
3,1,16,2,true,false,512,4,8.72614633703995e-10
2,2,2,4,true,true,128,16,9.812127621231866e-10
3,3,8,4,true,true,256,32,2.1342002948646572e-09
4,4,8,4,true,false,64,8,1.972533300682652e-09
4,2,1,2,true,true,128,8,2.8530971341898373e-10
2,2,16,2,true,true,256,2,1.356460888042215e-09
4,2,2,4,true,true,64,4,2.932531524092859e-10
2,1,2,4,true,true,512,1,2.8701081590954685e-10
4,1,16,2,true,false,128,4,7.273187178320131e-10
4,1,8,2,true,true,128,32,1.7743545423958748e-09
1,1,4,4,true,false,128,16,2.400058227968192e-09
3,1,1,4,true,false,64,8,8.066083190261227e-10
3,1,2,4,true,true,64,1,3.856625168320419e-10
4,2,1,2,true,false,128,2,1.8356736226609313e-10
4,1,1,4,true,false,64,2,3.103484892813229e-10
2,2,2,4,true,false,128,16,9.79614069672726e-10
4,2,8,2,true,true,64,64,9.448871218153969e-09
2,2,2,4,true,false,32,2,6.7691199061093e-10
4,4,8,4,true,true,256,64,3.929470294149668e-09
3,3,8,4,true,false,128,16,2.1296768643905003e-09
3,3,4,4,true,true,32,8,2.7510380153927503e-09
4,2,8,4,true,true,64,16,2.432826453604254e-09
2,2,1,2,true,true,256,1,1.6220059833829667e-10
2,2,2,4,true,true,32,1,5.220807558006077e-10
3,3,16,2,true,true,128,32,6.677815026388106e-09
4,1,16,2,true,false,128,16,1.6088864665254692e-09
2,1,2,4,true,true,128,128,5.303733657203541e-09
3,3,16,2,true,false,128,8,1.9607233501236896e-09
1,1,8,4,true,true,128,128,2.5990996558876947e-08
3,3,2,2,true,true,64,32,3.2376637112922058e-09
3,3,8,2,true,true,128,8,1.1799744660307863e-09
1,1,1,2,true,true,32,16,2.693224943370175e-09
1,1,4,2,true,false,64,1,9.38133957602942e-10
1,1,16,2,true,true,512,16,1.956020605329732e-09
3,1,2,2,true,true,128,32,1.6080499766907895e-09
2,1,16,4,true,false,32,2,1.8500170079793211e-09
1,1,8,2,true,true,128,8,1.9985715964050323e-09
1,1,2,4,true,true,256,128,5.362901033465021e-09
2,1,4,4,true,true,128,1,4.829884256512122e-10
1,1,1,2,true,false,128,32,1.3628437134088157e-09
4,1,16,4,true,false,128,2,7.190314540992397e-10
1,1,1,4,true,false,64,1,3.108246137893188e-10
3,3,1,4,true,false,512,512,3.4927151303663744e-09
3,3,8,4,true,false,128,64,8.029966403327015e-09
4,2,1,4,true,true,512,16,1.873560158966855e-10
4,2,4,2,true,false,512,16,3.3328900601572713e-10
4,4,4,4,true,true,128,64,5.029296739772627e-09
1,1,4,4,true,false,32,16,9.117401688611939e-09
3,3,16,2,true,true,512,64,3.6392351731747e-09
3,3,4,2,true,false,512,8,5.06685281774624e-10
2,2,2,2,true,false,512,128,1.90307539441313e-09
4,2,4,4,true,true,512,4,3.3732220704079765e-10
3,1,4,2,true,false,32,4,9.248145389579985e-10
4,1,4,4,true,false,256,1,3.1172189222288187e-10
4,2,8,4,true,false,512,512,9.622166035542991e-09
4,4,8,2,true,false,32,1,8.531305182814709e-10
1,1,4,4,true,false,32,1,1.1461950341991193e-09
2,1,8,2,true,true,64,8,1.841449038428129e-09
4,2,4,2,true,false,32,1,4.1162526266098133e-10
4,1,8,2,true,true,64,8,9.774724304380217e-10
4,4,1,2,true,false,32,4,4.0824620439638693e-10
4,2,8,2,true,true,256,32,1.2952682785979911e-09
4,2,8,4,true,true,512,32,7.463404624892159e-10
2,2,16,4,true,true,512,8,1.4395759710460552e-09
2,1,2,4,true,true,512,512,5.322913564246025e-09
1,1,2,2,true,false,512,2,4.800841277951896e-10
4,4,2,4,true,true,32,16,2.873354353467154e-09
4,4,2,4,true,true,512,64,8.030805152003952e-10
3,1,4,4,true,false,128,16,8.928154056516167e-10
4,1,1,2,true,true,512,256,2.328271875407367e-09
4,1,1,2,true,true,128,1,3.002279333852713e-10
3,3,8,2,true,true,64,8,2.131667070045768e-09
2,2,16,2,true,false,256,8,1.3958048045451318e-09
3,1,2,4,true,false,256,8,3.7501158677987e-10
3,3,16,4,true,false,256,128,1.4142709383130506e-08
1,1,16,4,true,false,512,8,1.998067640510256e-09
3,3,8,2,true,false,128,64,8.02879539718967e-09
2,2,8,4,true,false,64,8,2.4672600036072846e-09
4,1,16,2,true,false,32,32,1.0493778632155882e-08
3,1,2,2,true,false,32,32,5.971562996432007e-09
4,2,16,4,true,false,512,64,2.126008131832125e-09
2,2,2,4,true,true,64,2,3.573201748185899e-10
1,1,16,2,true,true,128,2,2.075996269631924e-09
3,1,2,2,true,false,256,16,5.406724566971366e-10
4,1,1,4,true,true,128,64,2.323828383019777e-09
4,1,1,4,true,true,64,4,3.990509625196675e-10
4,2,1,2,true,true,64,1,1.8934563090479202e-10
1,1,2,2,true,false,256,2,4.884653175895578e-10
4,4,1,2,true,false,512,8,1.2936351446571582e-10
1,1,8,2,true,false,256,16,1.9815839197704613e-09
4,1,8,2,true,true,256,128,3.350588419500158e-09
2,1,8,4,true,false,32,16,6.591946042861629e-09
4,2,1,2,true,false,512,8,1.8165372987635168e-10
3,1,8,2,true,false,512,16,5.481959097787803e-10
1,1,2,2,true,false,512,8,4.809450323462896e-10
4,1,8,4,true,false,512,128,1.7669762384838404e-09
3,1,4,2,true,false,256,16,5.387536152068213e-10
4,1,1,4,true,true,64,32,2.3403268873690436e-09
2,1,8,2,true,true,256,8,7.094729649968461e-10
2,1,8,4,true,true,128,64,6.589340435345052e-09
2,2,16,4,true,true,128,8,2.2253918014235733e-09
4,1,1,4,true,false,512,64,6.546518318271052e-10
4,1,4,2,true,false,32,16,2.330820578536614e-09
4,1,2,4,true,true,256,2,3.032757760284357e-10
3,1,2,4,true,false,64,8,9.010763026725022e-10
4,2,1,4,true,false,128,64,1.8597622588150226e-09
3,1,1,4,true,true,512,128,1.4334713903921361e-09
3,1,8,4,true,false,256,4,5.540196341397224e-10
4,2,2,4,true,false,256,64,9.733635163485276e-10
2,2,8,2,true,true,256,32,2.458661099316302e-09
2,1,8,2,true,true,128,64,6.583160702311962e-09
2,1,4,2,true,true,256,8,4.739886455668466e-10
4,2,2,4,true,true,512,32,2.902881784614661e-10
4,1,1,4,true,true,64,16,1.2098505212824786e-09
4,2,2,4,true,true,256,256,3.71167635579948e-09
1,1,16,2,true,true,32,4,5.719870366079865e-09
3,3,4,4,true,false,512,1,5.152720598439498e-10
3,1,8,4,true,false,32,8,2.3466449225667407e-09
2,1,4,4,true,true,512,32,7.12979394938662e-10
2,2,16,2,true,false,512,2,1.476364568138448e-09
2,2,1,2,true,true,256,32,4.941783884562851e-10
2,1,2,2,true,true,64,4,4.208188416396476e-10
2,2,8,4,true,true,32,4,2.5027108532936866e-09
3,1,4,2,true,false,128,64,3.059494661343227e-09
4,1,8,4,true,false,32,1,4.888926289688231e-10
2,1,16,4,true,false,256,8,1.1486671897793833e-09
3,1,4,4,true,false,128,2,3.7373231691741695e-10
1,1,16,2,true,true,32,16,2.1483030674397247e-08
3,1,2,2,true,true,512,16,3.7269903064570963e-10
2,1,2,2,true,false,512,16,2.6900432252887835e-10
2,2,16,4,true,true,32,1,1.8364245041173657e-09
3,3,2,2,true,false,32,2,5.438253938159881e-10
2,2,8,2,true,true,64,16,4.734998389686695e-09
4,2,2,2,true,false,64,64,3.785674379144118e-09
4,4,8,4,true,true,256,4,6.607911357544084e-10
3,3,4,2,true,false,32,32,1.0591975109164035e-08
4,4,16,2,true,false,256,256,3.009301198126142e-08
2,1,16,4,true,true,256,8,1.1431316386648255e-09
2,2,4,4,true,false,512,64,1.6854510712262266e-09
1,1,4,2,true,true,64,32,9.0969262443992e-09
4,1,16,2,true,false,128,8,9.873770986397634e-10
2,1,4,4,true,true,64,1,5.210977875135941e-10
4,2,2,4,true,true,256,16,2.9297743356295484e-10
4,4,4,2,true,false,256,256,1.0832435161706531e-08
4,1,2,4,true,true,256,16,3.9423334295059355e-10
3,3,8,4,true,false,32,8,4.0697325764795785e-09
3,3,2,2,true,false,64,1,3.09191623569206e-10
1,1,16,4,true,true,512,256,2.10209533307416e-08
1,1,4,4,true,true,128,8,1.3430727542764738e-09
3,3,2,4,true,false,128,8,4.668761670113196e-10
1,1,4,2,true,true,256,4,8.444166849230247e-10
2,1,8,2,true,true,256,256,1.2940735621546968e-08
2,1,16,4,true,true,256,256,2.086690390753943e-08
2,2,2,2,true,true,64,32,3.7192412400777577e-09
2,2,2,2,true,true,512,64,9.9560013387535e-10
1,1,16,2,true,false,512,256,2.1020619823873837e-08
2,1,4,2,true,true,64,32,4.5755177204783616e-09
4,2,2,2,true,false,128,8,2.8829662500136825e-10
4,2,4,4,true,true,256,64,1.6521740934664984e-09
4,2,16,4,true,true,64,8,2.123104990759621e-09
4,1,8,4,true,true,128,128,6.499273552326768e-09
4,2,2,2,true,true,32,16,1.8527873764051104e-09
4,2,1,2,true,true,256,32,5.146734881024872e-10
4,4,8,4,true,true,512,256,8.836059111671751e-09
2,2,2,2,true,true,64,1,3.5874247014022954e-10
2,2,4,2,true,true,512,256,6.5039558052530285e-09
1,1,1,4,true,true,256,1,2.3133082828997709e-10
4,4,4,4,true,false,128,1,4.725739045995154e-10
2,2,2,4,true,false,32,16,3.6921801697544486e-09
4,4,8,4,true,true,32,1,9.223129097936908e-10
3,3,4,4,true,true,256,32,1.4494224016759059e-09
1,1,4,4,true,false,512,8,8.263876010331725e-10
4,2,1,4,true,true,512,128,9.730958300657889e-10
4,1,4,2,true,true,32,4,6.680011348272991e-10
2,1,1,4,true,true,128,64,2.6802662101530633e-09
2,1,4,2,true,true,512,512,8.952247056232265e-09
2,1,8,4,true,true,512,4,6.922800652289763e-10
4,4,1,4,true,true,256,1,1.2741278867505748e-10
2,2,4,4,true,true,512,64,1.6833966372954975e-09
4,4,8,4,true,true,512,1,7.190120631049022e-10
4,2,4,4,true,true,128,8,5.125192222749112e-10
2,1,4,2,true,false,64,8,1.261912500274737e-09
4,2,8,2,true,true,32,2,8.039110634745796e-10
4,2,1,2,true,false,128,1,1.8171071890216205e-10
4,2,16,2,true,true,256,4,7.753584172848437e-10
3,3,1,4,true,true,64,2,1.5913941171232706e-10
2,2,2,4,true,false,64,32,3.7261665766033725e-09
4,2,4,4,true,true,512,1,3.520993930224335e-10
3,1,2,4,true,true,128,2,3.763261282081645e-10
4,2,1,4,true,false,512,16,1.87653328379748e-10
4,1,4,4,true,true,256,1,3.0923684110091085e-10
2,1,16,4,true,false,256,32,2.95028295290884e-09
4,2,8,4,true,true,32,16,4.649886601581448e-09
3,3,2,2,true,false,128,128,6.446260612201776e-09
3,3,16,4,true,false,256,4,1.3056974127318318e-09
2,1,16,2,true,true,64,2,1.1757471805489332e-09
2,2,1,2,true,true,128,4,1.5704285656690875e-10
4,4,2,4,true,true,64,1,2.948883843690397e-10
4,4,16,2,true,true,512,256,1.615540437314865e-08
1,1,16,2,true,true,256,256,4.166016321971434e-08
2,1,1,4,true,false,64,8,7.357548924659441e-10
2,1,8,4,true,true,512,16,6.898320000681727e-10
4,1,8,2,true,false,512,256,3.3361818884929976e-09
4,4,8,4,true,true,128,4,6.544950862024262e-10
4,1,1,4,true,true,32,16,2.336345543461279e-09
2,2,1,4,true,true,32,2,4.062114064793478e-10
3,1,8,4,true,false,32,2,8.386815116432612e-10
4,1,8,2,true,false,64,32,3.373361156816711e-09
4,4,4,2,true,true,256,32,1.330209197629795e-09
2,1,4,2,true,true,512,64,1.2414387379102394e-09
2,1,16,4,true,true,128,16,2.960860353075481e-09
2,1,8,4,true,false,64,1,8.07995448493413e-10
3,3,8,4,true,false,256,1,7.359629424743571e-10
1,1,8,4,true,false,64,32,1.3222606702637696e-08
2,2,8,2,true,false,64,16,4.729620586107544e-09
4,1,4,2,true,true,64,8,6.570971084759041e-10
4,1,2,4,true,true,512,8,3.063267468547502e-10
2,2,16,4,true,true,256,1,1.3134627789447517e-09
4,2,1,4,true,true,64,64,3.789194370776531e-09
4,1,2,4,true,false,256,256,4.49837115703941e-09
3,1,2,2,true,false,512,4,3.6144047590182807e-10
1,1,2,2,true,true,256,1,4.839348729173841e-10
4,1,4,2,true,false,32,8,1.2153976204617652e-09
4,1,4,2,true,false,64,16,1.2115132927251966e-09
4,2,4,4,true,true,64,2,3.4949959169252394e-10
2,2,8,2,true,false,64,1,9.589310833039405e-10
4,4,8,4,true,true,64,8,1.9777687595595997e-09
4,2,16,2,true,false,64,64,1.5448696418186437e-08
4,4,4,4,true,false,128,16,1.3189426285899279e-09
4,4,4,2,true,false,512,1,4.650239539147388e-10
3,3,16,2,true,true,32,2,2.2207943688356833e-09
4,2,4,4,true,false,64,4,5.166805571673038e-10
1,1,16,2,true,false,256,16,3.15846469169523e-09
4,2,4,2,true,true,256,1,3.34653243164248e-10
3,1,1,4,true,false,64,2,3.470788886635751e-10
2,1,8,2,true,false,32,2,1.1595791533397963e-09
4,1,8,2,true,false,512,8,4.5335626519317033e-10
4,2,8,2,true,false,64,4,7.520740339632736e-10
2,1,8,4,true,true,256,1,7.187706328441069e-10
2,1,2,4,true,true,128,8,4.145853545215742e-10
3,1,2,4,true,true,64,32,3.0831794540156735e-09
2,1,4,4,true,true,256,64,2.3679739624408982e-09
3,3,1,2,true,true,128,8,2.2576543572075077e-10
4,4,8,4,true,false,512,32,1.1385850837523192e-09
3,1,1,2,true,false,64,16,1.4359532183973823e-09
2,2,2,4,true,false,128,64,3.695315311799231e-09
1,1,2,2,true,false,128,16,1.4101853425561614e-09
2,1,4,2,true,false,32,32,8.952458252544837e-09
1,1,16,4,true,true,64,2,2.0467011967945485e-09
4,2,2,2,true,true,128,8,2.8518905782034184e-10
3,3,4,2,true,false,64,16,2.7466494023805423e-09
4,1,1,2,true,false,512,1,3.300297371044877e-10
3,1,2,4,true,false,128,4,3.713856962239452e-10
3,3,8,2,true,false,128,128,1.6709241770470984e-08
2,1,1,2,true,true,256,4,2.7284880250610153e-10
1,1,2,4,true,false,64,2,5.210820826270029e-10
1,1,16,2,true,true,256,2,2.0285613029180747e-09
2,2,1,4,true,false,64,8,4.853843143801463e-10
2,2,16,2,true,false,128,2,1.4127061855059306e-09
2,1,16,2,true,true,256,4,1.1476899819752123e-09
2,2,4,2,true,false,64,32,6.329347772739648e-09
2,1,16,4,true,true,512,1,1.1928938874942528e-09
3,1,16,2,true,false,32,32,1.3992885010638477e-08
4,4,4,2,true,true,512,512,1.1308587903095072e-08
3,1,1,2,true,false,512,2,3.2341261393903797e-10
4,4,8,2,true,true,64,32,7.579578920303236e-09
4,4,1,4,true,false,256,64,7.537279427335418e-10
4,1,8,2,true,true,512,128,1.7699249464436062e-09
3,1,1,2,true,true,128,128,5.315305161408186e-09
1,1,16,4,true,false,64,2,2.054960094285526e-09
2,2,4,4,true,false,64,4,9.60840510291165e-10
4,4,8,2,true,false,512,16,6.868257015416345e-10
4,2,1,2,true,false,64,2,1.9362724186129645e-10
4,1,4,2,true,true,32,1,3.5058709555082273e-10
1,1,2,4,true,true,128,64,5.344100039403058e-09
4,2,8,4,true,false,256,256,9.31897587954283e-09
2,1,16,2,true,false,256,1,1.174836023491343e-09
3,1,16,2,true,true,32,8,3.791294921855142e-09
2,1,16,2,true,false,128,64,1.0655773146993811e-08
1,1,8,2,true,true,64,64,2.6442644946230944e-08
4,1,16,4,true,true,64,64,1.0623359212984916e-08
3,3,2,4,true,false,256,32,8.477584840371683e-10
2,2,4,2,true,false,32,2,1.0392209891626772e-09
4,4,1,2,true,false,256,16,2.1306166254632245e-10
1,1,8,4,true,false,512,64,3.441771778567686e-09
4,4,16,2,true,true,32,2,2.0919625421805536e-09
1,1,1,4,true,true,32,2,6.555287453683786e-10
1,1,1,2,true,true,512,8,2.335673241754491e-10
4,2,8,4,true,true,32,2,8.043985974289865e-10
2,1,2,2,true,true,32,2,5.089356468810406e-10
3,1,16,2,true,false,128,4,8.885755549034228e-10
3,3,4,4,true,false,64,8,1.4502615191256156e-09
1,1,1,2,true,false,512,4,2.2974911732930058e-10
3,3,1,4,true,false,512,16,1.3762134084264244e-10
4,1,2,4,true,false,128,8,3.9134442570141693e-10
3,3,4,4,true,false,128,8,8.18515571965254e-10
2,1,16,2,true,true,128,8,1.745028319113361e-09
2,2,4,2,true,true,128,32,3.2011564545840065e-09
3,1,2,2,true,false,128,4,3.692442519425839e-10
2,1,16,4,true,true,64,4,1.7548691944444372e-09
4,1,1,4,true,true,128,32,1.209822055227391e-09
3,3,8,4,true,true,64,64,1.673518516260465e-08
4,2,8,2,true,false,128,4,4.912721752234097e-10
3,1,2,2,true,false,64,32,3.0816481569240107e-09
4,4,16,4,true,false,64,16,6.223422171925295e-09
4,1,4,4,true,false,256,256,4.495767540160509e-09
4,1,4,4,true,true,64,4,4.020982963589861e-10
3,1,1,2,true,true,128,2,3.320728509401907e-10
3,1,1,4,true,true,64,8,8.029413267850927e-10
2,1,4,4,true,true,512,256,4.557544591753576e-09
4,1,2,4,true,true,128,1,3.0075746473808565e-10
3,3,8,2,true,false,512,32,1.193660846007699e-09
1,1,16,4,true,true,512,64,5.522038900807557e-09
3,1,2,2,true,true,256,2,3.673638373810383e-10
4,2,1,4,true,false,256,64,9.715620346564719e-10
2,1,1,4,true,true,256,1,2.755386203594378e-10
2,2,1,4,true,false,128,8,2.6621462160162687e-10
4,2,2,4,true,true,128,16,5.081384424944597e-10
2,2,2,2,true,false,128,2,3.374879491329349e-10
4,1,1,4,true,true,512,512,4.4970672549208325e-09
