"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel","point_number","method","slowdown"
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GSR",1.00556240508331
4,4,1,4,"true","false",128,4,1.26761029509907e-10,120,"GSR",1.08806516657438
8,4,2,2,"true","false",1024,8,1.46336484335808e-10,120,"GSR",1.25609291609852
24,6,4,4,"true","false",128,4,1.44253714063152e-10,120,"GSR",1.23821526243465
8,4,1,4,"true","false",512,16,1.52706668564097e-10,120,"GSR",1.31077198891972
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
12,3,4,2,"true","false",256,2,1.74774520765484e-10,120,"GSR",1.50019346470195
20,5,2,4,"true","false",256,4,1.49834652638032e-10,120,"GSR",1.28611977128564
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
6,6,1,2,"true","false",512,8,1.19268542616746e-10,120,"GSR",1.02375270373795
2,2,1,2,"true","true",512,4,1.55607518446307e-10,120,"GSR",1.33567170551636
2,2,1,2,"true","false",512,4,1.55269439447837e-10,120,"GSR",1.33276977277561
12,6,2,4,"true","true",512,1,1.4255631753089e-10,120,"GSR",1.22364550035747
24,6,2,4,"true","true",128,2,1.41639115932257e-10,120,"GSR",1.21577261454976
15,5,4,2,"true","false",64,2,1.92949226086257e-10,120,"GSR",1.65619774968404
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
5,5,1,2,"true","false",256,8,1.21265648195401e-10,120,"GSR",1.0408950464793
8,2,2,2,"true","false",128,1,2.04811532627718e-10,120,"GSR",1.7580189686572
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"GSR",1.16840093301602
8,2,4,2,"true","true",256,2,2.05341983808708e-10,120,"GSR",1.76257214604015
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"GSR",1.17790112010532
2,1,2,2,"true","false",1024,4,2.5272087535188e-10,120,"GSR",2.16925329811301
10,5,2,4,"true","true",512,2,1.42353070684658e-10,120,"GSR",1.221900912021
8,4,2,2,"true","true",1024,16,1.43169217579077e-10,120,"GSR",1.22890638531243
4,4,1,4,"true","true",256,2,1.24879203669815e-10,120,"GSR",1.07191233826366
20,5,2,4,"true","true",256,16,2.09845778832158e-10,120,"GSR",1.80123089235479
12,3,4,2,"true","true",128,2,1.75475275169667e-10,120,"GSR",1.5062084557482
12,3,4,2,"true","false",512,8,1.78274481835094e-10,120,"GSR",1.5302357082758
10,5,2,4,"true","false",128,1,1.42279592117531e-10,120,"GSR",1.22127020185961
24,6,4,2,"true","false",256,4,1.43064682433489e-10,120,"GSR",1.22800909810171
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GSR",1.01056823672908
5,5,1,2,"true","false",256,4,1.17561537135523e-10,120,"GSR",1.00910046234758
3,3,1,2,"true","false",256,4,1.36478520881495e-10,120,"GSR",1.17147616369858
6,3,2,2,"true","false",1024,4,1.55223060439288e-10,120,"GSR",1.33237167421284
4,4,1,4,"true","true",1024,32,1.35156757274374e-10,120,"GSR",1.16013068200824
4,2,1,2,"true","false",256,8,1.81182095810127e-10,120,"GSR",1.55519348509656
12,3,4,4,"true","true",512,2,1.85780242268331e-10,120,"GSR",1.5946621057864
3,3,1,2,"true","false",1024,16,1.4068692679941e-10,120,"GSR",1.20759940996593
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GSR",1.07288728829579
12,6,1,2,"true","true",512,16,1.41771404213251e-10,120,"GSR",1.21690812339701
12,3,2,2,"true","false",128,2,1.73812692295894e-10,120,"GSR",1.49193751996857
24,6,4,2,"true","false",64,1,1.42216872824127e-10,120,"GSR",1.2207318449317
2,2,1,2,"true","true",128,2,1.56879662240458e-10,120,"GSR",1.34659127089572
6,6,1,2,"true","true",1024,8,1.18235071768955e-10,120,"GSR",1.01488180994276
6,3,2,2,"true","false",128,2,1.58333256590852e-10,120,"GSR",1.35906833411545
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GSR",1.07288728829579
10,5,2,4,"true","true",512,4,1.40742193789431e-10,120,"GSR",1.20807379934992
2,2,1,2,"true","false",512,4,1.55269439447837e-10,120,"GSR",1.33276977277561
2,2,1,2,"true","true",256,4,1.55549103506316e-10,120,"GSR",1.33517029540903
12,3,1,4,"true","true",128,2,1.72925900783062e-10,120,"GSR",1.4843256619799
12,6,1,2,"true","true",64,2,1.39150311679225e-10,120,"GSR",1.19440973019472
6,3,2,4,"true","false",1024,16,1.52554038682594e-10,120,"GSR",1.30946187603973
2,2,1,2,"true","false",128,2,1.5624413559592e-10,120,"GSR",1.34113616843225
12,3,1,2,"true","true",512,8,1.77744743287554e-10,120,"GSR",1.5256886478488
8,4,2,2,"true","true",1024,16,1.43169217579077e-10,120,"GSR",1.22890638531243
20,5,2,4,"true","false",128,4,1.49566703992746e-10,120,"GSR",1.28381980899839
16,4,4,4,"true","false",128,2,1.57306422896745e-10,120,"GSR",1.3502544109504
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GSR",1.24416176214817
6,6,1,4,"true","false",1024,16,1.22460968799545e-10,120,"GSR",1.0511551928136
5,5,1,2,"true","false",128,4,1.18634851028728e-10,120,"GSR",1.01831335265395
6,3,1,4,"true","false",1024,2,1.65179252621352e-10,120,"GSR",1.41783158209547
6,6,1,4,"true","false",512,16,1.21819487424608e-10,120,"GSR",1.04564897736415
8,4,1,4,"true","true",512,16,1.50299362368004e-10,120,"GSR",1.29010865076781
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GSR",1.16446929891819
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GSR",1.01410024864063
20,5,4,2,"true","false",128,4,1.49116436529261e-10,120,"GSR",1.27995489606297
6,6,1,4,"true","true",1024,16,1.22014273387987e-10,120,"GSR",1.04732094092038
12,3,1,4,"true","false",512,8,1.77459993113077e-10,120,"GSR",1.52324446806246
12,6,1,2,"true","false",512,4,1.36576491973056e-10,120,"GSR",1.17231710773691
24,6,4,2,"true","true",256,4,1.43377486488586e-10,120,"GSR",1.23069408099929
12,3,1,4,"true","true",512,8,1.76249685646918e-10,120,"GSR",1.5128556805947
6,6,1,2,"true","true",512,1,1.19115341444505e-10,120,"GSR",1.02243768713041
12,6,2,4,"true","false",512,4,1.3540030760049e-10,120,"GSR",1.16222121903826
8,4,1,4,"true","false",64,1,1.52511123601668e-10,120,"GSR",1.30909351042408
3,3,1,2,"true","false",256,4,1.36478520881495e-10,120,"GSR",1.17147616369858
6,3,2,4,"true","false",1024,16,1.52554038682594e-10,120,"GSR",1.30946187603973
8,4,2,2,"true","true",128,4,1.4493093093373e-10,120,"GSR",1.24402821685717
6,3,2,2,"true","true",128,4,1.60146200732346e-10,120,"GSR",1.37462990991624
5,5,1,4,"true","false",512,8,1.22080038327934e-10,120,"GSR",1.04788544044058
4,4,1,2,"true","true",1024,2,1.30589997668649e-10,120,"GSR",1.12093147330569
4,2,2,2,"true","true",256,2,1.82495430741438e-10,120,"GSR",1.56646661845884
10,5,2,4,"true","false",128,1,1.42279592117531e-10,120,"GSR",1.22127020185961
20,5,1,4,"true","true",256,2,1.49044654755019e-10,120,"GSR",1.27933875048219
10,5,2,4,"true","false",128,1,1.42279592117531e-10,120,"GSR",1.22127020185961
10,5,2,4,"true","true",512,4,1.40742193789431e-10,120,"GSR",1.20807379934992
1,1,1,4,"true","true",256,2,2.27680717082941e-10,120,"GSR",1.95431875487618
2,2,1,2,"true","false",512,8,1.56732863494209e-10,120,"GSR",1.34533121011121
3,3,1,2,"true","false",512,4,1.36227302720955e-10,120,"GSR",1.16931980909377
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GSR",1.01056823672908
18,6,1,2,"true","false",256,8,1.65248551277817e-10,120,"GSR",1.4184264136023
4,4,1,4,"true","false",1024,16,1.2941581237827e-10,120,"GSR",1.11085274391619
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"GSR",1.07690057614535
10,5,1,2,"true","true",128,4,1.43724384012191e-10,120,"GSR",1.23367170837629
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
24,6,4,4,"true","false",128,1,1.43059122228885e-10,120,"GSR",1.22796137156484
12,6,1,4,"true","false",256,8,1.39912273940276e-10,120,"GSR",1.20095010461183
10,5,2,4,"true","false",256,2,1.41321341327822e-10,120,"GSR",1.21304496647649
2,2,1,2,"true","false",512,4,1.55269439447837e-10,120,"GSR",1.33276977277561
6,3,1,4,"true","true",128,4,1.59959932190436e-10,120,"GSR",1.37303105644476
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GSR",1.16171345611556
12,3,1,2,"true","true",256,8,1.76951899946822e-10,120,"GSR",1.51888320279257
12,6,2,2,"true","true",64,2,1.37438647006306e-10,120,"GSR",1.17971749619615
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GSR",1.07609527476814
2,2,1,2,"true","false",128,2,1.5624413559592e-10,120,"GSR",1.34113616843225
2,2,1,2,"true","false",512,8,1.56732863494209e-10,120,"GSR",1.34533121011121
12,3,1,4,"true","true",128,2,1.72925900783062e-10,120,"GSR",1.4843256619799
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"GSR",1.17790112010532
6,3,2,4,"true","false",1024,8,1.52941185243508e-10,120,"GSR",1.31278498479735
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GSR",1.15077220264145
12,6,2,2,"true","true",128,4,1.36248697593805e-10,120,"GSR",1.16950345398827
2,2,1,2,"true","true",512,4,1.55607518446307e-10,120,"GSR",1.33567170551636
8,4,1,4,"true","false",1024,16,1.64832031092015e-10,120,"GSR",1.41485117358493
6,3,2,2,"true","false",128,4,1.5817793699039e-10,120,"GSR",1.35773513378091
4,4,1,4,"true","true",128,2,1.2616196070333e-10,120,"GSR",1.08292300337692
4,4,1,4,"true","false",1024,4,1.25778542785017e-10,120,"GSR",1.07963189977221
6,3,2,2,"true","false",128,2,1.58333256590852e-10,120,"GSR",1.35906833411545
10,5,2,4,"true","true",512,4,1.40742193789431e-10,120,"GSR",1.20807379934992
15,5,1,4,"true","false",128,1,1.72606724174247e-10,120,"GSR",1.48158597967076
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GSR",0.999999999999996
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"GSR",1.17790112010532
12,6,1,2,"true","false",256,2,1.37171059143269e-10,120,"GSR",1.17742063071711
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GSR",1.15077220264145
12,3,1,4,"true","true",128,2,1.72925900783062e-10,120,"GSR",1.4843256619799
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GSR",1.24416176214817
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GSR",1.00556240508331
24,6,4,2,"true","false",256,4,1.43064682433489e-10,120,"GSR",1.22800909810171
12,3,1,2,"true","true",256,2,1.74188710173769e-10,120,"GSR",1.49516510463324
3,3,1,4,"true","true",256,4,1.35697524537269e-10,120,"GSR",1.1647724084462
4,2,2,4,"true","false",1024,8,1.75381337284595e-10,120,"GSR",1.50540213111543
24,6,1,4,"true","false",512,8,1.50647308437988e-10,120,"GSR",1.29309527844084
3,3,1,2,"true","true",256,8,1.38228447244168e-10,120,"GSR",1.18649682049394
2,2,1,2,"true","false",128,2,1.5624413559592e-10,120,"GSR",1.34113616843225
12,3,2,2,"true","false",256,4,1.74609599331375e-10,120,"GSR",1.4987778461292
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
3,3,1,4,"true","true",256,4,1.35697524537269e-10,120,"GSR",1.1647724084462
8,4,2,2,"true","true",512,2,1.45687214384638e-10,120,"GSR",1.25051984667566
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GSR",1.24416176214817
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GSR",1.15451773299244
12,6,1,4,"true","false",128,2,1.38742749517944e-10,120,"GSR",1.19091138221965
12,6,2,4,"true","false",512,4,1.3540030760049e-10,120,"GSR",1.16222121903826
4,4,1,4,"true","false",256,2,1.25602448835109e-10,120,"GSR",1.07812038086391
6,3,4,4,"true","false",128,4,2.94143950412636e-10,120,"GSR",2.52481214171235
8,4,2,2,"true","true",128,4,1.4493093093373e-10,120,"GSR",1.24402821685717
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GSR",1.07288728829579
10,5,2,2,"true","true",512,8,1.42061321707413e-10,120,"GSR",1.21939665735574
18,6,1,2,"true","false",512,16,1.70492716881805e-10,120,"GSR",1.46344020012255
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"GSR",1.16840093301602
24,6,4,4,"true","true",256,2,1.45179238398781e-10,120,"GSR",1.2461595872347
4,4,1,2,"true","true",256,4,1.27103827056844e-10,120,"GSR",1.09100760141773
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
24,6,1,2,"true","true",128,4,1.42583344716509e-10,120,"GSR",1.22387749073603
5,5,1,2,"true","false",512,8,1.1931257630123e-10,120,"GSR",1.02413067099199
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GSR",1.07609527476814
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
5,5,1,2,"true","true",1024,32,1.25947020865076e-10,120,"GSR",1.08107804714851
4,4,1,4,"true","true",1024,8,1.24992786636709e-10,120,"GSR",1.07288728829579
6,3,2,4,"true","false",1024,16,1.52554038682594e-10,120,"GSR",1.30946187603973
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GSR",1.01056823672908
24,6,2,2,"true","true",256,4,1.44025481276919e-10,120,"GSR",1.23625620494253
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
6,3,2,2,"true","false",128,4,1.5817793699039e-10,120,"GSR",1.35773513378091
15,5,4,4,"true","false",64,2,1.9495901516226e-10,120,"GSR",1.67344896241255
5,5,1,4,"true","true",128,2,1.2260596387318e-10,120,"GSR",1.05239977160534
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GSR",1.01410024864063
3,3,1,4,"true","true",256,4,1.35697524537269e-10,120,"GSR",1.1647724084462
6,6,1,4,"true","false",512,16,1.21819487424608e-10,120,"GSR",1.04564897736415
18,6,4,2,"true","false",128,4,1.84724541440984e-10,120,"GSR",1.58560039888009
8,4,1,2,"true","true",128,4,1.47694347886898e-10,120,"GSR",1.26774826503829
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GSR",1.16171345611556
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
8,2,4,4,"true","true",512,4,2.08219431886914e-10,120,"GSR",1.78727099106079
6,6,1,4,"true","false",1024,4,1.18096841715479e-10,120,"GSR",1.01369529933502
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GSR",0.999999999999996
3,3,1,2,"true","false",256,8,1.38288211503708e-10,120,"GSR",1.18700981261197
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GSR",1.07609527476814
4,4,1,4,"true","true",256,4,1.25460339973732e-10,120,"GSR",1.07690057614535
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
16,4,4,2,"true","false",64,2,1.59530344504245e-10,120,"GSR",1.36934365031418
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
10,5,1,4,"true","true",256,8,1.42700103153444e-10,120,"GSR",1.2248796977126
8,4,2,4,"true","true",128,4,1.56078536713531e-10,120,"GSR",1.33971473491875
4,4,1,4,"true","false",128,2,1.25109511762482e-10,120,"GSR",1.07388920934288
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GSR",1.15451773299244
4,4,1,4,"true","true",128,4,1.26678340558663e-10,120,"GSR",1.08735539821846
24,6,1,4,"true","true",128,1,1.41490786848524e-10,120,"GSR",1.21449941797015
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GSR",1.01056823672908
4,4,1,4,"true","false",128,2,1.25109511762482e-10,120,"GSR",1.07388920934288
16,4,4,4,"true","false",128,2,1.57306422896745e-10,120,"GSR",1.3502544109504
12,6,2,4,"true","true",64,2,1.37227036791841e-10,120,"GSR",1.17790112010532
2,2,1,2,"true","true",512,4,1.55607518446307e-10,120,"GSR",1.33567170551636
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GSR",1.24416176214817
16,4,1,2,"true","true",128,1,1.57236511160692e-10,120,"GSR",1.34965431701753
9,3,1,2,"true","false",512,16,1.98504750898433e-10,120,"GSR",1.70388411712314
2,2,1,2,"true","true",128,2,1.56879662240458e-10,120,"GSR",1.34659127089572
4,4,1,4,"true","true",256,2,1.24879203669815e-10,120,"GSR",1.07191233826366
6,3,1,2,"true","true",1024,8,1.55095037351769e-10,120,"GSR",1.33127277605317
20,5,4,2,"true","false",256,8,1.5477810317316e-10,120,"GSR",1.32855234185368
8,2,2,4,"true","true",512,4,2.07631524819062e-10,120,"GSR",1.78222463569285
6,6,1,2,"true","true",1024,2,1.16501321248061e-10,120,"GSR",0.999999999999996
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GSR",1.15451773299244
12,6,2,4,"true","true",256,2,1.35761365941573e-10,120,"GSR",1.16532039711809
4,4,1,4,"true","false",128,4,1.26761029509907e-10,120,"GSR",1.08806516657438
5,5,1,2,"true","true",128,8,1.98991878477356e-10,120,"GSR",1.70806542231097
6,6,1,2,"true","false",1024,8,1.17642516833282e-10,120,"GSR",1.00979555916615
16,4,1,2,"true","true",128,1,1.57236511160692e-10,120,"GSR",1.34965431701753
12,6,2,2,"true","true",512,2,1.38098601871446e-10,120,"GSR",1.18538228057859
20,5,1,4,"true","false",128,4,1.51235804459409e-10,120,"GSR",1.29814668914689
20,5,2,2,"true","false",256,4,1.48858292705467e-10,120,"GSR",1.2777390943791
12,6,2,2,"true","true",512,4,1.36418442758031e-10,120,"GSR",1.17096047750017
24,6,4,2,"true","false",256,4,1.43064682433489e-10,120,"GSR",1.22800909810171
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GSR",1.15077220264145
15,5,4,2,"true","true",256,1,1.91950042972063e-10,120,"GSR",1.64762116786085
15,5,4,2,"true","false",256,2,1.90104055759067e-10,120,"GSR",1.6317759637617
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
12,3,4,4,"true","false",512,8,1.78260900422383e-10,120,"GSR",1.53011913094805
18,6,4,4,"true","false",1024,16,2.26161406354457e-10,120,"GSR",1.9412776089715
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GSR",1.15077220264145
5,5,1,2,"true","false",128,2,1.18427245214453e-10,120,"GSR",1.01653134870712
6,6,1,2,"true","true",512,8,1.18283916839785e-10,120,"GSR",1.01530107618203
4,4,1,4,"true","false",128,2,1.25109511762482e-10,120,"GSR",1.07388920934288
2,1,2,2,"true","true",128,2,2.69262520295719e-10,120,"GSR",2.31124005643154
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
4,2,2,2,"true","true",1024,8,1.74376790866456e-10,120,"GSR",1.49677951287061
5,5,1,2,"true","false",512,4,1.17865496298058e-10,120,"GSR",1.01170952428163
3,3,1,2,"true","false",512,16,1.38451288126442e-10,120,"GSR",1.18840959607354
12,3,1,4,"true","true",128,2,1.72925900783062e-10,120,"GSR",1.4843256619799
3,3,1,4,"true","true",256,4,1.35697524537269e-10,120,"GSR",1.1647724084462
16,4,4,4,"true","false",128,2,1.57306422896745e-10,120,"GSR",1.3502544109504
4,4,1,2,"true","false",1024,32,1.37167749817361e-10,120,"GSR",1.1773922248083
5,5,1,4,"true","false",1024,8,1.23934836150301e-10,120,"GSR",1.06380627123028
12,6,2,2,"true","true",512,8,1.34502841297936e-10,120,"GSR",1.15451773299244
24,6,4,2,"true","true",256,4,1.43377486488586e-10,120,"GSR",1.23069408099929
10,5,2,4,"true","false",128,1,1.42279592117531e-10,120,"GSR",1.22127020185961
15,5,4,2,"true","false",512,2,1.93846204491425e-10,120,"GSR",1.66389704781696
10,5,1,4,"true","false",512,4,1.4121794253326e-10,120,"GSR",1.21215743324121
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
6,6,1,2,"true","true",128,2,1.18080485105728e-10,120,"GSR",1.01355490084361
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"GSR",1.16840093301602
3,3,1,4,"true","false",128,8,2.26779439789922e-10,120,"GSR",1.94658255683684
10,5,2,4,"true","true",512,4,1.40742193789431e-10,120,"GSR",1.20807379934992
4,4,1,4,"true","true",128,2,1.2616196070333e-10,120,"GSR",1.08292300337692
12,3,2,2,"true","true",512,8,1.76424331417159e-10,120,"GSR",1.51435476891722
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
4,2,2,2,"true","true",256,2,1.82495430741438e-10,120,"GSR",1.56646661845884
12,3,1,4,"true","true",128,2,1.72925900783062e-10,120,"GSR",1.4843256619799
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
4,4,1,4,"true","true",512,16,1.27430932130334e-10,120,"GSR",1.09381533844582
3,3,1,4,"true","false",512,8,1.36514728491588e-10,120,"GSR",1.17178695511026
5,5,1,2,"true","false",256,4,1.17561537135523e-10,120,"GSR",1.00910046234758
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GSR",1.16446929891819
16,4,1,4,"true","true",64,1,1.56614620329246e-10,120,"GSR",1.34431625883258
8,4,2,2,"true","true",1024,8,1.43640248161835e-10,120,"GSR",1.23294952042636
6,6,1,2,"true","true",64,2,1.27181525294686e-10,120,"GSR",1.09167453151783
2,2,1,4,"true","false",256,2,1.60779471919276e-10,120,"GSR",1.38006565244814
8,4,2,2,"true","true",1024,16,1.43169217579077e-10,120,"GSR",1.22890638531243
9,3,4,2,"true","true",512,4,2.21249790164854e-10,120,"GSR",1.89911829148921
18,6,1,2,"true","true",128,1,1.63868233738574e-10,120,"GSR",1.40657832875265
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GSR",1.00556240508331
3,3,1,4,"true","true",256,1,1.36263397941189e-10,120,"GSR",1.16962963579657
6,6,1,2,"true","false",256,4,1.17149348789584e-10,120,"GSR",1.00556240508331
5,5,1,2,"true","true",512,4,1.180929223999e-10,120,"GSR",1.01366165752275
6,6,1,4,"true","true",512,8,1.18144018844621e-10,120,"GSR",1.01410024864063
2,2,1,2,"true","false",128,2,1.5624413559592e-10,120,"GSR",1.34113616843225
8,4,2,4,"true","true",512,2,1.53258372677578e-10,120,"GSR",1.31550759283881
3,3,1,4,"true","true",1024,16,1.43408515823434e-10,120,"GSR",1.23096042420051
24,6,4,2,"true","false",64,1,1.42216872824127e-10,120,"GSR",1.2207318449317
12,6,2,2,"true","true",128,1,1.38258953067267e-10,120,"GSR",1.18675867008305
15,5,1,2,"true","true",64,2,1.74210845264224e-10,120,"GSR",1.49535510325487
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"GSR",1.16840093301602
3,3,1,2,"true","true",1024,8,1.36548767259252e-10,120,"GSR",1.17207913005986
24,6,2,4,"true","true",128,2,1.41639115932257e-10,120,"GSR",1.21577261454976
18,6,4,2,"true","true",512,16,1.93046822331176e-10,120,"GSR",1.65703547619112
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
12,6,2,4,"true","true",256,4,1.35662211876773e-10,120,"GSR",1.16446929891819
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GSR",1.24416176214817
24,6,2,2,"true","true",256,4,1.44025481276919e-10,120,"GSR",1.23625620494253
6,3,2,4,"true","true",128,2,1.59310753058631e-10,120,"GSR",1.36745876657843
12,4,4,2,"true","false",128,4,2.04332223170412e-10,120,"GSR",1.75390477104836
2,2,1,2,"true","false",512,4,1.55269439447837e-10,120,"GSR",1.33276977277561
18,6,1,2,"true","false",128,4,1.65429406567257e-10,120,"GSR",1.41997880191432
3,3,1,4,"true","false",512,2,1.35341152549115e-10,120,"GSR",1.16171345611556
4,4,1,4,"true","true",256,2,1.24879203669815e-10,120,"GSR",1.07191233826366
2,2,1,2,"true","true",512,16,1.57686900768856e-10,120,"GSR",1.35352027839324
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
12,6,2,4,"true","true",512,4,1.34066482063271e-10,120,"GSR",1.15077220264145
20,5,4,2,"true","false",256,2,1.49367163061713e-10,120,"GSR",1.28210703073205
12,3,2,2,"true","false",256,4,1.74609599331375e-10,120,"GSR",1.4987778461292
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GSR",1.01056823672908
3,3,1,4,"true","false",128,2,1.36120252443834e-10,120,"GSR",1.16840093301602
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
20,5,4,2,"true","true",128,4,1.5192180276001e-10,120,"GSR",1.30403501979629
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
4,2,2,4,"true","false",512,16,1.8463314509664e-10,120,"GSR",1.58481588980015
20,5,4,4,"true","true",128,1,1.48373401207609e-10,120,"GSR",1.27357698280248
4,4,1,4,"true","true",512,2,1.23999015246297e-10,120,"GSR",1.06435715851043
3,3,1,4,"true","false",512,4,1.35429549481083e-10,120,"GSR",1.16247221945851
4,2,2,2,"true","true",128,2,1.84294389598871e-10,120,"GSR",1.58190815026433
2,2,1,2,"true","false",128,2,1.5624413559592e-10,120,"GSR",1.34113616843225
6,3,2,4,"true","false",128,4,1.61678922982811e-10,120,"GSR",1.38778617487569
20,5,2,4,"true","false",256,4,1.49834652638032e-10,120,"GSR",1.28611977128564
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
6,6,1,2,"true","false",128,4,1.17732534790262e-10,120,"GSR",1.01056823672908
4,2,2,2,"true","true",256,2,1.82495430741438e-10,120,"GSR",1.56646661845884
8,4,2,2,"true","false",128,1,1.44946489136578e-10,120,"GSR",1.24416176214817
5,5,1,2,"true","true",256,4,1.17379768662026e-10,120,"GSR",1.0075402356347
18,6,4,2,"true","true",512,2,1.85091832668072e-10,120,"GSR",1.58875307752059
10,5,2,2,"true","false",512,4,1.42308824451469e-10,120,"GSR",1.22152112033525
10,5,2,2,"true","true",256,8,1.44372477629926e-10,120,"GSR",1.23923468063096
10,5,2,4,"true","false",256,2,1.41321341327822e-10,120,"GSR",1.21304496647649
4,4,1,4,"true","false",512,8,1.25366521299284e-10,120,"GSR",1.07609527476814
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
6,6,1,2,"true","true",256,1,1.17919974204394e-10,120,"GSR",1.01217714049193
3,3,1,2,"true","true",512,16,1.37369946739904e-10,120,"GSR",1.17912780102646
